Sample,B,CD4 T,Endothelial,Epithelial,Immune,Macrophage,Mix,Monocytes,Neutrophils,Stromal,Unknown,doublet
19,1.59163822,24.9019437,-7.4216284,-7.7173128,,-4.6711469,0.5246494,-1.4168254,-2.640495,-6.8580087,-1.3696299,-0.1359834
19,-8.0124699,-7.512519,37.3323073,-7.4630378,,-1.4457744,-2.0915825,-19.176325,1.19884481,2.48265703,0.64320569,-0.018803
19,-8.6354387,-7.7334379,-7.5696849,127.747617,,-9.0856125,-1.7950965,-20.065641,-2.3416265,-13.08756,-2.0319379,-13.568838
19,,,,,,,,,,,,
19,-3.6409499,-5.3816517,-0.67543,-9.0942544,,28.9665709,-2.137667,-14.368838,-2.0339081,8.38286712,-2.5461323,-1.5399044
19,4.87930521,1.01242361,-2.0801476,-1.7945129,,-2.1389444,8.19665511,-0.0216722,-0.7994908,-3.8840798,-0.5432454,1.47301271
19,-10.860416,-0.9638624,-18.994336,-19.620159,,-14.560738,0.59529023,73.5084702,-5.9342217,-41.00203,-2.9603182,-26.627509
19,-2.8062129,-2.6731278,1.81089695,-2.3711479,,-2.0351907,-0.7708751,-5.7121797,37.7975137,-3.1662663,-0.8730737,3.1047671
19,-6.3279366,-6.8965563,3.42095652,-13.412167,,7.23867993,-3.9923906,-39.965807,-3.2605378,55.4894357,-1.4276305,-5.8697564
19,-2.6677903,-1.8228716,1.90017775,-1.5362016,,-2.4911084,-0.5437173,-2.7668348,-0.8659752,-1.1463724,9.86680091,4.324332
19,0.78467416,-0.1505759,3.10054949,-14.139929,,-2.6479498,0.99814683,-29.676667,3.92468668,-7.0721321,4.9321494,22.5255009
