Sample,B,CD4 T,Endothelial,Epithelial,Immune,Macrophage,Mix,Monocytes,Neutrophils,Stromal,Unknown
10,-34.54898039,-3.779634033,17.72515012,-11.51023451,-0.981537831,9.526280182,-15.24889891,2.326562619,8.415755385,66.32971233,10.34870048
10,-19.58465954,1.967614132,18.53348137,-1.78630112,10.96648641,0.272981901,-6.373964049,5.902488188,6.733450169,10.21919457,32.17876857
11,98.85137503,-52.35834141,-34.42059274,-55.34674636,,-37.17318694,21.02711247,-14.77328322,-18.05741504,-35.26474591,-10.01735923
11,-50.24847774,98.5480808,-18.68597565,-43.02021377,,-9.953067912,-14.58794656,18.39137978,-9.753371484,-17.77520605,-5.145777662
11,-34.20159291,-18.93112844,68.94783135,-10.43315093,,17.1731378,-10.86253044,-12.25787423,28.80394337,23.51239417,7.887316477
11,-55.50989389,-42.90362487,-9.735910863,152.8177741,,-7.736532631,-18.88383888,-24.60548257,-0.902895797,-13.203458,7.55926085
,,,,,,,,,,,
11,-36.92212315,-11.45780848,21.54912079,-7.948869966,,56.05849137,-19.81647569,5.774263211,5.256515954,10.98061516,1.698032691
11,20.15830534,-14.87611506,-10.91355447,-18.97411676,,-19.34647785,52.57010696,-5.692610192,-5.322662154,-16.63391537,-2.477571832
11,-14.69037752,17.33244508,-12.06535879,-23.91288367,,6.605034509,-5.828519393,37.63394393,-6.753377753,-17.35196638,-3.460250016
11,-17.28877749,-10.04611342,27.50717272,-1.532626448,,4.060847584,-5.254871363,-6.971193387,90.62857806,-3.265617643,0.683496289
11,-34.94257524,-17.96764945,24.25599927,-14.13065467,,9.349932961,-17.11162742,-17.40155076,-2.913388346,75.88093413,12.57141128
11,-9.467155369,-5.205529255,7.385723486,6.260256782,,1.704403825,-2.783480412,-3.715160673,0.619783924,15.18143028,13.97456713
12,124.5817852,-79.83299446,-24.96142364,-48.4554604,-13.64560141,-19.97685849,11.95190295,-38.82342839,-12.52478295,-26.08965012,-56.43636234
12,-76.87562001,103.465802,-3.680261328,-24.27484799,9.25581915,-8.790293131,-3.276332061,-4.241687147,-2.326449164,-5.89495945,-11.84213417
12,-24.04909398,-5.836506222,58.39920784,-4.569914526,-2.598504821,10.04364059,-2.386204533,-3.519313072,38.1818897,8.598558558,11.92525607
12,-46.85989696,-23.5917674,-4.76325752,163.3731252,-6.759712129,19.90672642,-4.264145944,-22.87095635,-0.465245868,0.97860921,-5.45348319
12,-12.34958075,8.194155895,-2.321107852,-6.988369113,26.22651799,-4.762779807,-2.548554616,2.565660131,-1.813138848,-3.220446991,6.619630703
12,-19.37749785,-8.633999573,11.55104424,21.20696156,-4.98675946,60.32749842,-1.78376451,-7.368906454,9.229951997,6.581749266,-4.430770222
12,10.88031831,-2.532639449,-2.369457335,-4.314535371,-2.554353484,-1.780476787,16.99920538,-7.289863781,-1.077575589,-1.619576317,-5.551124338
12,-39.44667861,-4.856439648,-2.811609357,-23.47236271,1.903721802,-7.02980256,-7.410063839,57.79252335,-2.219073937,-8.041312527,-5.225854694
12,-11.93474986,-2.680037979,40.3391175,-0.090791194,-1.817022071,9.065538839,-1.069557605,-2.85258984,35.03502818,0.963671278,1.049015838
12,-25.24060474,-7.457474593,10.6528059,-1.067722136,-3.233997305,6.528743825,-2.445999835,-9.12398197,-0.268504236,38.89200137,33.96741596
12,-53.94603018,-12.92550898,12.19756768,-5.61247832,5.139748224,-4.373910865,-5.702301055,-6.54453635,1.315444444,39.295788,88.13127793
13,122.3878536,-104.0771399,-34.88514381,-32.1940411,,-49.1966502,1.846643026,-13.11457928,-15.5831995,-38.3523438,-11.61033503
13,-98.91426311,138.1462733,-16.36021509,-28.98093042,,-1.254180101,-33.57695896,5.595251382,-6.254314382,-21.96227715,-6.849782197
13,-32.82471078,-17.77063673,62.25829728,-5.412613998,,15.87426552,-13.28976744,-7.468155962,26.02332128,45.59520037,17.3724147
13,-30.82185747,-28.10955127,-5.463457017,166.0364119,,1.302622065,-12.77292331,-4.902366601,-3.266610907,-5.371631433,-1.130882037
13,,,,,,,,,,,
13,-46.42736097,-2.268347058,18.63952506,1.977564787,,62.26186866,-23.57883351,9.14381327,5.802465125,20.67496816,0.803622371
13,3.147233768,-33.56433188,-13.16051513,-13.17851437,,-23.02387271,84.03556178,-6.482340735,-5.016799804,-19.10633213,-3.994674775
13,-12.83228575,5.049299178,-7.038454413,-5.200479315,,9.474354819,-6.58554273,25.86641116,-1.003289517,-9.356022264,-0.728026009
13,-14.16634596,-6.533998891,27.33051807,-3.214758751,,5.294295653,-5.154189657,-1.683098718,78.52176504,2.061275005,1.639282473
13,-36.142517,-22.15831208,47.6278265,-5.558221603,,18.68775757,-19.25365773,-10.03781426,1.625245991,75.07805807,25.85861478
13,-10.68815649,-6.468801187,14.95096402,-1.103953758,,-0.321314385,-3.996792388,-0.732558303,0.433816942,24.41310799,13.55101364
14,135.8267548,-107.1795345,-28.96934429,-53.64423898,-3.858112822,-24.4645697,2.222772033,-20.46260683,-11.63475949,-21.45803812,-53.9872612
14,-105.2666274,140.6627419,-0.744524534,-41.41022069,-5.289224439,6.666048977,-22.99818476,-18.68465868,-1.608155023,-6.102819011,-25.55319851
14,-26.99124662,-2.775321511,72.56930531,-8.297648394,-4.018657266,21.89231751,-7.316746488,-7.73881336,29.78787611,15.41291373,3.107356848
14,-52.52901581,-40.2089328,-8.166061954,159.6521308,-9.122167975,-8.183308303,-14.7849384,-8.777937828,-3.105836713,-2.682168853,8.334452942
14,-3.666038649,-5.315426616,-3.561093691,-8.661803731,34.78302969,-6.917754471,-7.920808785,5.749762072,-2.012071394,-2.119078743,9.31748198
14,-23.58229258,3.955583091,22.34567642,-7.716698906,-6.901592762,50.70348105,-5.117614425,-1.396530615,6.699738611,13.25437854,-12.98584267
14,2.240959118,-22.03761564,-7.369697302,-14.62676552,-7.862592651,-5.029344126,82.43087385,-10.11030574,-2.214890424,-7.207517058,-15.8908248
14,-19.7072365,-18.02540283,-6.786499734,-8.109535757,5.768094886,-0.744549929,-9.968141421,61.99159773,-2.789321795,-6.102854545,-5.128386774
14,-10.90878377,-2.178895513,30.00673117,-2.993450816,-1.978189898,7.154693612,-2.215427011,-2.169895257,49.39538326,4.306768579,-0.781987789
14,-21.87187019,-6.662822721,16.17606101,-4.461168136,-1.968365809,13.24603088,-6.893605318,-6.890123701,5.095608095,44.58144531,14.08320665
14,-52.80473459,-26.42716484,3.956639118,9.638635856,9.142428475,-13.00185965,-15.87442541,-5.270844264,-1.044459623,15.54367301,122.3255866
15,116.272108,-60.543336,-22.143242,-59.27997,-4.2784887,-31.579975,14.0945783,-13.318933,-11.241016,-33.004482,-46.628217
15,-61.164273,117.206252,-13.99988,-47.628032,7.56967777,-25.317662,-18.642942,2.73316458,-5.4450082,-19.859949,-17.194971
15,-21.565672,-14.360352,40.1733346,-2.8958037,-2.0724649,18.1338839,-7.4786856,-8.2465338,17.8536207,19.3590845,8.10829477
15,-56.052212,-46.896704,-1.8385553,183.315018,-5.1056807,8.02431153,-18.665481,-26.312291,-0.2052096,-20.473687,-17.808364
15,-5.0859781,7.30168526,-2.0652825,-5.1353611,2.79332938,-4.1529066,-3.3069505,5.16933937,-0.8901982,-1.0414698,3.80984522
15,-30.959413,-25.440708,19.8019548,8.41199956,-4.2282122,84.173783,-14.792697,-5.6653767,0.31151903,5.63831648,-13.719026
15,14.0572991,-18.241431,-7.5406297,-18.612329,-3.3425889,-14.633783,83.9273516,-9.6336266,-3.6605242,-17.515323,-15.366518
15,-13.786271,2.54260331,-7.3235191,-26.22771,4.23442952,-5.451354,-9.8152487,48.3572017,-0.8320079,-12.617961,0.48792653
15,-11.14269,-5.5624436,15.5411576,-0.183663,1.17825497,0.30939258,-3.674428,-1.98785,53.8976449,6.78818555,2.17297433
15,-33.361846,-21.11634,21.6907671,-20.756992,-0.4056678,5.25631297,-17.72642,-12.465155,6.24768152,70.9181705,25.4448478
15,-44.738196,-16.771565,8.79517871,-17.95378,3.80543353,-13.872832,-15.311688,-0.2246147,2.22184373,29.3241078,100.871255
16,96.22472099,-52.67835702,-15.12088701,-60.71814029,,-34.51048373,10.2494727,-14.78393316,-7.900496622,-26.32452588,-8.480246044
16,-50.71745978,110.74969,-12.05296111,-45.03301699,,-26.82219474,-17.11348171,1.522995786,-5.072792348,-24.19901371,-3.654727988
16,-15.62148633,-12.09766579,46.53062457,-9.450669883,,12.09486466,-8.518912763,-9.095973718,22.0635934,31.48956689,11.37734619
16,-59.04697377,-43.64082784,-9.270655662,156.6398936,,5.268204754,-23.64767793,-24.07815211,-3.893238141,-22.75047579,-4.153187207
16,,,,,,,,,,,
16,-33.83169573,-27.19048048,13.59933711,5.154328371,,73.78919451,-24.23171161,2.770579656,1.55527618,-5.37951409,-0.288932938
16,10.72970238,-16.41457466,-8.590550463,-23.75025794,,-24.10423026,74.71261608,-7.822384311,-4.716195548,-18.06711439,-3.47391643
16,-14.30963486,0.42034862,-9.506701183,-23.1231364,,2.612352211,-7.783223944,46.18429222,-4.515110627,-23.34558427,-4.500007623
16,-7.239293569,-4.992680286,20.56799634,-4.506684508,,2.512358882,-4.668053259,-4.855606174,60.61845868,5.735758688,-0.856219126
16,-28.05862111,-24.43246575,26.8492181,-21.88739396,,-7.142797574,-17.79257552,-23.95114567,3.898610879,120.0155302,32.59477019
16,-8.604492042,-3.975119949,10.1391349,-3.860281727,,-0.764996918,-3.421375431,-4.850454612,-0.853770921,36.00486272,8.13405728
17,120.289839,-15.935538,-2.544019,-57.173056,-63.258184,-1.9161251,,0.2577272,,-17.69235,-63.528019
17,-15.561053,17.7661355,-0.2424935,-6.3291726,19.0686749,-0.2821101,,2.86116971,,-0.3527828,-8.8267056
17,-2.4536363,-0.2456022,,-0.8770951,-0.2371299,,,-0.4991416,,-0.3582627,4.53748124
17,-56.67848,-6.4422612,-0.9016326,167.633171,-59.466285,7.24554793,,-1.1579755,,0.52543958,5.34975527
17,-64.293197,22.6576633,0.34991442,-60.55186,124.018108,-2.6795368,,-3.0193533,,-20.813913,-69.312322
17,-1.2516638,-0.2861882,,7.17373938,-2.5628159,,,-0.5045546,,-0.3635429,2.06833364
17,,,,,,,,,,,
17,0.43064798,2.2898514,-0.4860364,-0.21334,-2.9726398,-0.5078216,,30.3406783,,-3.4640412,-10.561472
17,,,,,,,,,,,
17,-17.869375,-1.1533279,-0.3556605,-3.4162247,-20.353825,-0.3779178,,-3.9961571,,67.3637333,23.4479388
17,-65.544202,-8.6737522,3.78282512,6.57965047,-68.925814,1.34285389,,-10.836874,,26.3530538,119.536112
18,151.898763,-52.25379443,-14.25437915,-61.12798081,-28.11844679,-10.00814936,2.298101202,-79.50473139,-6.403576712,-10.07694084,-47.50624361
18,-51.11138666,78.967745,-0.918966228,-26.37949059,32.77061219,1.442334075,0.417534557,-12.49028844,-1.739552095,4.010873979,3.880351095
18,-13.61465446,-2.104089797,35.6289104,-5.919088723,-2.42910216,2.614567873,-0.471392842,-7.518109214,31.12083089,2.831278276,28.22289013
18,-59.99251626,-26.57930123,-5.871050445,180.3825019,-23.4789754,4.232230819,-2.099081569,-40.02951773,-1.091300208,0.653937722,-13.89349805
18,-27.34173145,34.16753243,-1.878478706,-23.57773237,63.21951945,-0.503690717,-1.900563418,-23.95343991,-0.567690361,2.188402085,13.44461634
18,-9.854539702,2.31399352,2.599096384,3.276670591,-0.98138412,6.709270489,-0.319228988,2.442978049,6.563292092,1.77862274,5.289879025
18,2.190525406,0.422100739,-0.468305125,-2.070572028,-1.880606926,-0.31767504,-0.069191885,1.819392937,-0.246006367,-0.449949355,-2.013544612
18,-81.28856322,-12.77748051,-6.633729873,-42.32744249,-26.01340088,2.136276799,0.858742988,103.2275633,-4.052632232,-3.12370402,-19.10881948
18,-7.028499839,-1.108014261,30.55244684,-1.116900174,-0.932189721,6.398289288,-0.246006367,-2.949795436,16.02988989,3.302997122,8.357741137
18,-9.547186734,3.249872247,2.792359389,-1.532113952,1.627515802,0.862670676,-0.445237485,-4.172589627,3.288233,8.809646648,10.96307882
18,-46.31691311,2.680321186,30.52806905,-14.64789149,12.06139587,5.648893922,-2.019678961,-19.99201478,9.943058733,12.75417437,80.86493723
19,58.79759371,2.32157908,-19.82554507,-21.24111113,-0.891547123,-2.204917752,12.13633062,-15.08008095,-5.198534485,-14.96819382,-11.25919991
19,1.899203915,38.88208394,-13.7448777,-16.1537891,0.964882165,-6.492879312,-0.842692359,-0.579719995,-5.614378309,-10.23346047,-4.626442034
19,-20.52727118,-14.60009701,62.339812,-14.48200352,-0.678125368,1.975535724,-5.578077857,-39.33041742,10.91165294,12.81247112,16.45209351
19,-21.86900651,-16.33280631,-13.93312522,194.9865792,-0.526905315,-19.01860887,-4.112564756,-37.86815989,-3.24859142,-28.78357482,-4.15242454
19,-0.870762559,0.959295047,-0.664628227,-0.529851356,,-0.947060431,-0.160580638,2.595816447,-0.229415734,-1.184881165,-0.302825126
19,-3.165443697,-7.229887227,3.66540492,-19.02282844,-0.975651224,43.88051362,-6.467524183,-26.52350818,9.170647784,-0.599311416,-8.496865236
19,12.68539664,0.292781747,-5.616292903,-4.101021793,-0.153937268,-7.06040525,33.83768801,3.432641119,-2.151557825,-10.18730165,-2.788644589
19,-16.88846804,0.158445003,-38.79888482,-38.70117302,2.650418672,-27.07474501,4.43887875,101.5829841,-13.67588617,-77.63488931,-8.93130433
19,-5.219617325,-6.130941526,10.63224181,-2.855029483,-0.236571784,8.542460886,-2.151850612,-12.84416287,55.62776845,-8.103652585,-2.905765372
19,-15.87882763,-10.44660164,15.42944317,-29.15314472,-1.227849732,-1.504603425,-10.4608751,-74.90322926,-8.574163375,90.20028997,13.66731016
19,-11.10133347,-5.417070203,17.73693066,-4.243218371,-0.305125721,-8.23074135,-2.771361575,-9.822475091,-2.62499716,12.12204398,19.36731739
